name,store_view_code,url_key,path,active,is_anchor,include_in_menu,position,page_layout,display_mode,cms_block,custom_layout_update
Slatwall Displays,default,slatwall-displays,Products/Furniture/Displays,1,1,0,17,2columns-left,PRODUCTS,,
Panels Systems,default,panels-systems,Products/Furniture,1,1,1,8,1column,PAGE,,
Acoustic,default,acoustic,Products/Furniture/Panels Systems,1,1,0,1,2columns-left,PRODUCTS,,
Mobile,default,mobile,Products/Furniture/Panels Systems,1,1,0,2,2columns-left,PRODUCTS,,
Office,default,office,Products/Furniture/Panels Systems,1,1,0,3,2columns-left,PRODUCTS,,
Outdoor,default,outdoor,Products/Furniture/Panels Systems,1,1,0,4,2columns-left,PRODUCTS,,
Seating,default,seating,Products/Furniture,1,1,1,9,1column,PAGE,,
Bean Bags,default,bean-bags,Products/Furniture/Seating,1,1,0,1,2columns-left,PRODUCTS,,
Benches,default,benches,Products/Furniture/Seating,1,1,0,2,2columns-left,PRODUCTS,,
Booths,default,booths,Products/Furniture/Seating,1,1,0,3,2columns-left,PRODUCTS,,
Children's,default,childrens,Products/Furniture/Seating,1,1,0,4,2columns-left,PRODUCTS,,
Lounge,default,lounge,Products/Furniture/Seating,1,1,0,5,2columns-left,PRODUCTS,,
Modular,default,modular,Products/Furniture/Seating,1,1,0,6,2columns-left,PRODUCTS,,
Reception,default,reception,Products/Furniture/Seating,1,1,0,7,2columns-left,PRODUCTS,,
Teen,default,teen,Products/Furniture/Seating,1,1,0,8,2columns-left,PRODUCTS,,
Stools,default,stools,Products/Furniture,1,1,1,10,1column,PAGE,,
Cafe Stools,default,cafe-stools,Products/Furniture/Stools,1,1,0,1,2columns-left,PRODUCTS,,
Classroom Stools,default,classroom-stools,Products/Furniture/Stools,1,1,0,2,2columns-left,PRODUCTS,,
Library Stools,default,library-stools,Products/Furniture/Stools,1,1,0,3,2columns-left,PRODUCTS,,
Office Stools,default,office-stools,Products/Furniture/Stools,1,1,0,4,2columns-left,PRODUCTS,,
Outdoor Stools,default,outdoor-stools,Products/Furniture/Stools,1,1,0,5,2columns-left,PRODUCTS,,
Storage,default,storage,Products/Furniture,1,1,1,11,1column,PAGE,,
Bookcases,default,bookcases,Products/Furniture/Storage,1,1,0,1,2columns-left,PRODUCTS,,
Card Cabinets,default,card-cabinets,Products/Furniture/Storage,1,1,0,2,2columns-left,PRODUCTS,,
Classroom,default,classroom,Products/Furniture/Storage,1,1,0,3,2columns-left,PRODUCTS,,
Computer/Laptop,default,computer-laptop,Products/Furniture/Storage,1,1,0,4,2columns-left,PRODUCTS,,
File/Office Carts,default,file-office-carts,Products/Furniture/Storage,1,1,0,5,2columns-left,PRODUCTS,,
Flat Files,default,flat-files,Products/Furniture/Storage,1,1,0,6,2columns-left,PRODUCTS,,
Lateral File Cabinets,default,lateral-file-cabinets,Products/Furniture/Storage,1,1,0,7,2columns-left,PRODUCTS,,
Literature Organizers,default,literature-organizers,Products/Furniture/Storage,1,1,0,8,2columns-left,PRODUCTS,,
Lockers,default,lockers,Products/Furniture/Storage,1,1,0,9,2columns-left,PRODUCTS,,
Media,default,media,Products/Furniture/Storage,1,1,0,10,2columns-left,PRODUCTS,,
Mobile Storage,default,mobile-storage,Products/Furniture/Storage,1,1,0,11,2columns-left,PRODUCTS,,
Storage Cabinets,default,storage-cabinets,Products/Furniture/Storage,1,1,0,12,2columns-left,PRODUCTS,,
Utility Shelving,default,utility-shelving,Products/Furniture/Storage,1,1,0,13,2columns-left,PRODUCTS,,
Vertical File Cabinets,default,vertical-file-cabinets,Products/Furniture/Storage,1,1,0,14,2columns-left,PRODUCTS,,
Wardrobe Combo Cabinets,default,wardrobe-combo-cabinets,Products/Furniture/Storage,1,1,0,15,2columns-left,PRODUCTS,,
Tables,default,tables,Products/Furniture,1,1,1,12,1column,PAGE,,
Activity,default,activity,Products/Furniture/Tables,1,1,0,1,2columns-left,PRODUCTS,,
Cafe,default,cafe,Products/Furniture/Tables,1,1,0,2,2columns-left,PRODUCTS,,
Cafeteria,default,cafeteria,Products/Furniture/Tables,1,1,0,3,2columns-left,PRODUCTS,,
Charging,default,charging,Products/Furniture/Tables,1,1,0,4,2columns-left,PRODUCTS,,
Classroom,default,classroom,Products/Furniture/Tables,1,1,0,5,2columns-left,PRODUCTS,,
Collaboration,default,collaboration,Products/Furniture/Tables,1,1,0,6,2columns-left,PRODUCTS,,
Computer,default,computer,Products/Furniture/Tables,1,1,0,7,2columns-left,PRODUCTS,,
Conference Room,default,conference-room,Products/Furniture/Tables,1,1,0,8,2columns-left,PRODUCTS,,
Flip Tables,default,flip-tables,Products/Furniture/Tables,1,1,0,9,2columns-left,PRODUCTS,,
Folding,default,folding,Products/Furniture/Tables,1,1,0,10,2columns-left,PRODUCTS,,
Library,default,library,Products/Furniture/Tables,1,1,0,11,2columns-left,PRODUCTS,,
Outdoor,default,outdoor,Products/Furniture/Tables,1,1,0,12,2columns-left,PRODUCTS,,
Picnic Tables,default,picnic-tables,Products/Furniture/Tables,1,1,0,13,2columns-left,PRODUCTS,,
Reception,default,reception,Products/Furniture/Tables,1,1,0,14,2columns-left,PRODUCTS,,
Science,default,science,Products/Furniture/Tables,1,1,0,15,2columns-left,PRODUCTS,,
Side Tables,default,side-tables,Products/Furniture/Tables,1,1,0,16,2columns-left,PRODUCTS,,
Training,default,training,Products/Furniture/Tables,1,1,0,17,2columns-left,PRODUCTS,,
Utility,default,utility,Products/Furniture/Tables,1,1,0,18,2columns-left,PRODUCTS,,
Library Supplies,default,library-supplies,Products,1,1,1,11,1column,PAGE,,
